3.6045e-05 0.00016039 -8.7231e-05 0.032704 0.96719
2.4357e-05 0.00013452 -6.5706e-05 0.049526 0.95038
1.9333e-05 0.00020663 -0.00011801 0.11806 0.88183
8.0979e-05 0.00036959 -0.00016969 0.47007 0.52964
5.8447e-05 4.742e-06 -2.4031e-05 0.26613 0.73383
1.8056e-05 4.6168e-05 1.8439e-05 0.77039 0.22953
6.3156e-05 0.0002271 -0.00010206 0.89292 0.1069
0.0014156 0.0041631 -0.002094 0.93379 0.062722
1.5561e-05 6.6201e-05 1.5149e-05 0.9433 0.056604
3.0937e-05 0.00016483 -3.7828e-05 0.95231 0.047531
-4.9809e-06 5.1889e-05 5.5748e-05 0.95811 0.041787
9.2696e-06 9.1298e-05 1.5294e-05 0.9111 0.088788
1.7828e-05 2.5785e-05 9.8571e-06 0.88833 0.11162
0.00010964 0.00021472 -0.00015064 0.65617 0.34365
2.9959e-05 0.00015292 -6.8375e-05 0.36585 0.63404
9.9032e-05 0.0001154 -0.00010079 0.14329 0.8566
9.6233e-06 0.00019129 -6.9678e-05 0.041839 0.95803
0.00016184 0.00077368 -0.00017736 0.028796 0.97045
5.6664e-05 0.00054625 -0.00022783 0.033694 0.96593
2.1623e-05 0.00017599 -7.7136e-05 0.030731 0.96915
3.4089e-05 0.00016092 -8.393e-05 0.029047 0.97084
1.7616e-05 0.00016954 -7.0864e-05 0.059952 0.93993
6.7982e-06 0.00013971 -4.2556e-05 0.11748 0.88242
-2.0255e-05 4.6911e-05 6.4285e-05 0.32656 0.67335
5.8474e-05 0.00017979 -9.2657e-05 0.52775 0.47211
5.8944e-06 5.148e-05 -1.7586e-05 0.76169 0.23827
0.00011723 0.0001494 9.474e-05 0.92331 0.076332
4.8239e-05 0.00012961 1.3178e-05 0.94491 0.054897
4.0331e-05 4.6329e-05 6.2943e-05 0.95838 0.041467
1.2433e-05 4.6837e-05 6.0737e-05 0.95089 0.048988
3.0914e-05 6.321e-05 4.8531e-05 0.93472 0.065141
-5.5371e-06 2.294e-05 5.8714e-05 0.94243 0.057493
4.9611e-06 0.0001815 -3.3761e-05 0.85999 0.13986
5.7495e-06 7.2832e-05 3.269e-06 0.75467 0.24524
-8.1868e-06 0.00013986 -2.2658e-05 0.45716 0.54273
-2.4994e-05 0.00022856 -5.2516e-05 0.18502 0.81483
6.4097e-05 0.00016253 -0.00011035 0.073328 0.92656
-0.00041142 0.001139 0.0001095 0.041433 0.95773
4.79e-05 0.00064872 -0.00016976 0.028529 0.97094
7.3651e-05 0.00017127 9.0935e-05 0.030609 0.96906
1.1829e-05 0.00016081 -6.4269e-05 0.032101 0.96779
3.3207e-05 0.00012485 -7.2327e-05 0.071066 0.92885
3.9169e-07 8.8218e-05 -2.3044e-05 0.1341 0.86584
6.2954e-05 7.9111e-05 -8.2041e-05 0.25827 0.74167
-4.7916e-05 0.0005169 -0.00010416 0.6087 0.39094
-2.3439e-06 4.7291e-05 8.0086e-05 0.85081 0.14907
5.3452e-06 2.8836e-05 3.9623e-05 0.93828 0.061645
1.4494e-05 8.9276e-05 6.2546e-06 0.93385 0.066037
1.8186e-05 5.7496e-05 4.5816e-05 0.94735 0.052533
2.4002e-05 6.3363e-05 3.0611e-05 0.95966 0.040223
1.2356e-05 3.4619e-05 5.0623e-05 0.95418 0.045723
9.1508e-06 5.1992e-05 4.1312e-05 0.93823 0.061672
-2.557e-05 0.00010485 3.1838e-05 0.85968 0.14021
4.7288e-05 9.4474e-05 9.3006e-06 0.67706 0.32279
5.6855e-05 7.9872e-05 -7.8249e-05 0.31818 0.68176
-7.2415e-05 0.00020835 6.2864e-06 0.18367 0.81619
2.155e-05 0.0001374 -6.1039e-05 0.040119 0.95978
1.9621e-05 0.00015657 -6.8432e-05 0.036228 0.96366
0.00060977 0.00054581 -0.00082097 0.033527 0.96614
1.9881e-05 0.00016202 -7.2765e-05 0.028823 0.97107
5.8149e-06 0.00017216 -6.9501e-05 0.034102 0.96579
4.2994e-05 0.00012035 -7.1289e-05 0.078708 0.9212
-3.4418e-05 0.00015526 -4.7957e-06 0.15429 0.84559
