0.00010372 3.8055e-05 -0.00011555 0.26295 0.73702
-0.00026669 0.0003657 0.00013467 0.36117 0.6386
3.4095e-05 -2.4436e-06 3.525e-05 0.81936 0.18057
0.00013626 2.2487e-05 0.00015279 0.91672 0.082973
1.4604e-05 2.2974e-05 8.7138e-05 0.9574 0.042474
0.00034584 8.0988e-05 0.00057383 0.96154 0.037464
-3.1393e-06 3.5269e-05 4.5214e-05 0.96029 0.039637
5.8006e-07 4.815e-05 4.189e-05 0.94785 0.052057
3.4043e-07 2.4805e-05 3.6609e-05 0.92393 0.076005
-2.1309e-05 0.00011327 2.5739e-05 0.84373 0.15615
2.3141e-06 4.5945e-05 6.5602e-05 0.74543 0.25446
5.7037e-05 3.2194e-05 -5.3602e-05 0.29636 0.7036
3.0913e-05 0.00010257 -4.8937e-05 0.098032 0.90188
1.1558e-05 0.00011783 -4.79e-05 0.063658 0.93626
5.7955e-05 0.00010723 -8.8065e-05 0.040933 0.95899
3.0213e-05 0.00013381 -7.4778e-05 0.029221 0.97069
4.7993e-05 0.00011901 -8.5928e-05 0.02544 0.97448
5.6361e-05 9.6375e-05 -8.8693e-05 0.032768 0.96717
7.543e-05 8.0226e-05 -8.6305e-05 0.057759 0.94217
9.8683e-05 8.5724e-05 -0.00011309 0.1376 0.86233
-3.6277e-06 4.0997e-05 2.0125e-05 0.1818 0.81814
-4.2656e-07 5.6927e-05 -1.4883e-05 0.60852 0.39144
-8.2336e-06 1.829e-05 4.008e-05 0.8802 0.11975
-7.1381e-06 2.2824e-05 6.0233e-05 0.93768 0.062239
-0.00013574 5.6472e-05 0.0010253 0.95346 0.045591
7.4788e-06 3.2743e-05 5.7613e-05 0.96631 0.033597
8.7053e-05 5.2667e-05 0.00018397 0.96552 0.034153
4.7145e-06 2.6581e-05 4.9415e-05 0.96167 0.03825
1.0188e-05 3.6979e-05 6.7167e-05 0.93345 0.06644
3.7703e-05 5.1316e-05 8.4012e-06 0.85441 0.14549
4.2624e-06 0.00011905 -1.822e-05 0.77665 0.22325
5.8234e-05 3.2226e-05 -5.1205e-05 0.37758 0.62238
4.2291e-05 0.0001133 -7.3705e-05 0.102 0.89792
4.5883e-05 0.00010422 -8.7012e-05 0.044913 0.95502
4.6439e-05 0.00010681 -8.1726e-05 0.029523 0.97041
6.9428e-05 0.00035584 -0.00018216 0.024976 0.97478
5.54e-05 0.00010358 -8.8195e-05 0.020593 0.97934
7.2432e-05 8.7846e-05 -9.9372e-05 0.025644 0.9743
7.1887e-05 8.4014e-05 -0.00010024 0.034308 0.96564
0.00017739 0.00010451 4.2584e-05 0.15799 0.84168
-0.00012929 0.00020938 7.6899e-05 0.31214 0.6877
-1.9287e-05 0.00010823 6.0091e-05 0.67051 0.32934
3.1702e-06 2.2036e-05 8.782e-05 0.92902 0.070866
-6.4925e-06 3.8267e-05 4.934e-05 0.96113 0.038786
-2.7666e-06 4.2008e-05 5.0445e-05 0.9664 0.033511
1.8189e-06 3.4393e-05 5.7525e-05 0.97127 0.028632
3.0344e-06 3.0828e-05 5.7941e-05 0.96675 0.033162
5.5294e-06 2.9417e-05 5.0613e-05 0.95924 0.040674
1.8184e-05 3.0923e-05 7.2666e-05 0.92324 0.07664
2.469e-05 2.5349e-05 6.1995e-05 0.77718 0.22271
2.2356e-06 5.99e-05 1.2933e-05 0.64707 0.35286
3.4814e-05 9.3532e-05 -4.1435e-05 0.27658 0.72334
7.3387e-05 7.1506e-05 -9.178e-05 0.096769 0.90318
6.479e-05 8.9266e-05 -9.5389e-05 0.03944 0.9605
5.7516e-05 9.1294e-05 -8.4328e-05 0.027893 0.97204
0.00015304 0.00032562 -0.00024168 0.0223 0.97746
5.2199e-05 9.4522e-05 -8.5141e-05 0.025211 0.97473
-0.00052312 0.0021396 -0.00039373 0.027626 0.97115
8.6434e-05 0.00010356 -0.00011166 0.024877 0.97504
0.00018137 0.00018462 -0.00024571 0.0038627 0.99602
8.1308e-05 4.3679e-06 -1.9118e-05 0.42523 0.57471
-1.2293e-05 1.2686e-05 2.6028e-05 0.96763 0.032348
-9.9916e-07 1.6371e-05 3.0594e-05 0.9714 0.028554
2.1508e-06 2.2471e-05 3.4297e-05 0.96252 0.037423
5.3392e-05 3.5059e-05 0.00025687 0.96564 0.034012
-2.649e-05 0.00010599 5.7216e-05 0.96832 0.031547
-8.0552e-07 3.8421e-05 4.6175e-05 0.96441 0.035502
6.4591e-05 4.3942e-05 0.00068671 0.95368 0.045525
1.9792e-05 4.713e-05 2.4836e-05 0.90049 0.099421
-1.7651e-05 3.5868e-05 3.6388e-05 0.80412 0.19583
2.4415e-05 3.7e-05 -6.2086e-06 0.59329 0.40666
7.5088e-05 2.1832e-05 -5.5257e-05 0.3044 0.69556
5.5975e-05 8.4186e-05 -7.7699e-05 0.067913 0.93202
5.8319e-05 8.9926e-05 -8.778e-05 0.037074 0.96287
-4.5273e-06 0.0002225 -5.8753e-05 0.025605 0.97424
5.732e-05 9.1971e-05 -8.8849e-05 0.020846 0.97909
6.1568e-05 9.3235e-05 -9.4048e-05 0.018044 0.9819
0.00012551 0.00018284 -0.0001981 0.004515 0.99537
-4.0308e-05 8.8476e-06 0.00012335 0.93192 0.067983
6.0868e-05 8.3283e-05 6.5139e-05 0.96278 0.037012
4.2867e-06 2.9059e-05 6.7515e-05 0.97301 0.026884
-7.281e-06 4.1118e-05 5.4668e-05 0.96935 0.030558
1.2085e-06 5.2589e-05 2.8448e-05 0.97213 0.027783
2.7249e-05 2.1379e-05 5.8545e-05 0.99308 0.0068152
8.6585e-06 1.1209e-06 -3.4829e-06 0.9886 0.011391
3.7699e-05 3.5473e-05 -6.0686e-05 0.40823 0.59176
0.00011806 3.2212e-05 -0.00012448 0.065105 0.93487
6.6884e-05 9.7136e-05 -0.00010264 0.026949 0.97299
7.0486e-05 7.4107e-05 -9.0717e-05 0.018822 0.98112
5.5137e-05 9.6574e-05 -8.7464e-05 0.022903 0.97703
4.0488e-05 7.6739e-05 -6.7409e-05 0.024079 0.97587
1.0066e-05 1.1693e-05 -1.4671e-05 0.99434 0.0056517
2.0156e-05 8.206e-06 6.7101e-05 0.98716 0.01274
-8.6907e-06 2.0303e-05 7.9631e-05 0.93328 0.066633
-2.7724e-05 2.657e-05 0.0001183 0.99083 0.0090549
7.5797e-05 -9.6516e-06 -7.042e-05 0.12409 0.87591
7.4975e-05 5.4114e-05 -5.9643e-05 0.039286 0.96064
5.7546e-05 2.0638e-05 -6.6035e-05 0.041736 0.95825
9.8025e-05 -5.5081e-05 -7.3185e-05 0.0022467 0.99778
0.0013105 0.00053183 -0.0015635 0.01087 0.98885
4.6713e-06 -6.5132e-06 -6.4038e-07 0.99522 0.0047789
-1.1814e-05 1.1334e-05 -3.2757e-06 0.99486 0.0051456
1 2.7756e-17 0 -6.5919e-17 7.4593e-17
0.21458 1.1128 -0.56565 -0.018158 0.25647
0.64406 -0.064736 0.45864 -0.042665 0.0046999
0.71605 1.1706 -0.9616 -0.044376 0.11934
0.14357 0.067774 0.63159 0.086367 0.070704
1.0469e-05 -4.5495e-06 1.4923e-05 0.9601 0.039881
0.34776 0.035566 0.56104 0.034131 0.021502
0.82223 0.041022 0.086116 0.051093 -0.00046184
0.55906 0.046007 0.33646 0.048195 0.010281
0.1814 0.024467 0.71292 0.059667 0.021545
0.43392 0.049766 0.44123 0.053796 0.021288
0.14357 0.067774 0.63159 0.086367 0.070704
0.044222 0.010743 0.91486 0.017185 0.012985
-6.495e-05 0.5003 -7.5663e-05 0.0055268 0.49432
0.49068 0.79989 -0.48555 -0.029097 0.22408
0.28821 0.61061 -0.24378 0.24649 0.098479
4.6713e-06 -6.5132e-06 -6.4038e-07 0.99522 0.0047789
0.19915 0.39445 -0.029191 0.051984 0.38361
0.047492 -0.00042545 0.95509 -0.0092092 0.0070507
0.18024 0.012422 0.78599 0.012301 0.0090465
0.23533 0.040501 0.64075 0.056152 0.027259
0.20001 0.028191 0.58198 0.16349 0.026332
0.29968 0.054255 0.54884 0.079505 0.017725
0.20145 0.062474 0.53058 0.12142 0.084074
0.26869 0.02513 0.632 0.056433 0.017755
0.34886 0.043038 0.56518 0.038029 0.0048926
5.5511e-17 6.9389e-18 1 -6.7567e-16 1.0929e-16
1.1102e-16 1 -5.5511e-17 1.2577e-16 2.6108e-16
0.03863 0.68963 -0.21956 0.012915 0.47839
0.64406 -0.064736 0.45864 -0.042665 0.0046999
0.42348 -0.0060261 0.56621 0.008888 0.0074469
0.16872 0.016663 0.76293 0.044123 0.0075626
0.08394 0.017813 0.62693 0.25159 0.019729
0.16525 0.01575 0.57555 0.20451 0.038937
0.33098 0.024889 0.57443 0.0541 0.015604
0.29675 0.049141 0.54526 0.075747 0.033099
0.40706 0.087398 0.34874 0.13923 0.017572
0.73651 0.74148 -0.96416 0.035278 0.4509
0.18319 0.62839 -0.24233 0.012635 0.41812
0.21579 0.66885 0.0061302 0.01636 0.092871
0.0061448 0.43584 -0.08258 0.024182 0.61641
-0.013002 0.44536 0.46832 0.093887 0.0054343
0.11091 0.033995 0.67573 0.12983 0.049537
0.1708 0.038837 0.71714 0.054318 0.018906
0.00046239 2.4377e-05 0.00047431 0.9897 0.009334
0.083569 0.29052 -0.058308 0.041586 0.64263
0.42348 -0.0060261 0.56621 0.008888 0.0074469
-0.00024452 0.00075341 -2.5001e-05 0.0056074 0.99391
1.1709e-05 7.5655e-05 -6.6182e-05 0.96053 0.03945
-9.8866e-17 7.2121e-18 7.007e-17 -2.5707e-16 1
0.0013105 0.00053183 -0.0015635 0.01087 0.98885
-0.00023884 0.00018338 0.00037799 0.73462 0.26506
2.8806e-17 -4.3986e-18 -5.4142e-18 1 3.7092e-17
2.4607e-05 -3.5232e-05 -1.2935e-05 0.0063236 0.9937
-4.4985e-05 0.00021449 1.9783e-05 0.0089185 0.99089
-4.2636e-05 0.00022619 -3.7599e-05 0.010209 0.98965
-0.00036013 0.00051177 0.00013862 0.0094879 0.99022
0.00010242 -9.8949e-05 -5.9592e-05 0.002093 0.99796
8.0461e-05 -7.8562e-05 -4.6379e-05 0.0066411 0.9934
-0.00018162 0.0001356 0.00040545 0.81992 0.17972
2.3513e-05 -1.5179e-06 2.9106e-09 0.98751 0.012463
0.00011056 1.5722e-05 0.00011787 0.99393 0.0058278
2.569e-05 -1.4656e-05 -2.2213e-05 0.0053272 0.99468
-5.419e-05 0.00025412 -8.2336e-06 0.024401 0.97541
1.9168e-05 0.00029506 -0.0001196 0.0065941 0.99321
4.5624e-05 0.0001229 -7.2777e-05 0.040281 0.95962
6.1176e-05 0.00014118 -0.00010554 0.037244 0.96266
6.1415e-05 0.00015445 -0.00013159 0.26597 0.73395
2.0885e-05 0.00031215 -0.00013271 0.002323 0.99748
0.00019309 6.6177e-05 -0.00021261 0.00078774 0.99917
-4.61e-05 0.00038349 -3.657e-07 0.49737 0.50229
1.6371e-05 -8.5548e-06 3.928e-05 0.79523 0.20472
1.446e-05 7.2428e-06 1.7981e-05 0.9891 0.010865
9.0139e-05 0.00044414 -0.00024417 0.93027 0.069441
0.0069845 0.00074038 0.011258 0.94324 0.037773
1.6995e-05 6.9211e-07 1.5645e-05 0.97888 0.021091
5.5916e-05 4.1431e-05 7.7864e-05 0.98603 0.013792
3.3623e-05 2.0033e-05 2.3977e-05 0.74082 0.2591
3.7893e-05 -1.9808e-05 2.9645e-05 0.50277 0.49718
-1.1814e-05 1.1334e-05 -3.2757e-06 0.99486 0.0051456
0.00025962 8.4836e-05 -0.00029875 0.42382 0.57614
1.2916e-05 0.00014782 -7.0701e-05 0.018757 0.98115
0.00010797 8.3026e-05 -0.00012409 0.024992 0.97494
2.3367e-05 0.00013673 -6.9114e-05 0.039754 0.96015
2.8985e-05 0.00018686 -9.3826e-05 0.029039 0.97084
2.3995e-05 0.0001659 -7.4694e-05 0.019033 0.98085
