4.8712975071 -0.4596954311 
4.7415489123 -1.3956032477 
4.1267870105 -0.5782607811 
4.5521819648 -1.6243678397 
3.1199139402 -0.2949172023 
2.1783217949 -2.5553521495 
5.1228285898 -0.9591995966 
3.0766026828 -3.2082075209 
4.2424717996 1.282824365 
3.2950864822 -1.3717991691 
1.6632060729 -4.6685869381 
1.4328209161 -4.555585698 
0.1867611899 -5.3303448112 
0.7651923883 -2.3260946794 
1.9473144116 -4.6780304325 
2.4645206436 -2.5896995523 
2.094936303 -7.7324527707 
1.9177765856 -4.6739840986 
3.085655618 -4.6061041224 
1.5241176966 -5.3217921588 
-0.8224383454 -7.3223587545 
3.2299709939 -5.4755617028 
1.2585791664 3.6347123642 
6.4162873721 -1.9037929449 
4.9012097762 -0.2439437614 
9.0114031304 -0.2520933296 
3.8250251524 -0.9330530899 
5.1897665005 2.9138341111 
3.5484434107 0.6408981487 
5.9365667818 -1.5901621746 
5.9062054183 -4.6650155822 
4.6858713547 -0.542116693 
2.7914128175 -1.628292501 
4.1692140958 -1.1872930859 
3.6851086667 0.0672116333 
4.0457039491 -1.4847092228 
4.7054429624 -3.5065870822 
1.0369949955 -3.7621675128 
3.5458899052 -1.2615865254 
5.0181099347 -1.4630979655 
3.3229020509 -0.9137046536 
0.6055467306 -4.7312718542 
3.9132417554 -4.1297137183 
8.982876449 -0.4463234095 
7.0832948926 2.0523176854 
6.7219392799 0.6612941607 
7.9764184082 0.4556477993 
7.5530264333 1.4267663097 
5.9279313946 -0.2648780959 
7.1111039958 1.6390993198 
8.553892503 3.8191657751 
7.4597795789 1.3261587845 
7.0856918416 2.9754196058 
10.5784433578 3.9362243888 
7.5586992465 0.8467593132 
10.520341157 3.2858766886 
10.2537791287 1.7632699503 
7.912335034 0.9709943488 
9.8081921368 0.1990599688 
11.826074055 -1.7856178976 
10.7842676446 0.3900020764 
7.2438734079 0.0987722627 
10.1937273668 0.8545033654 
8.9413299618 1.256960184 
8.869460438 3.7461750613 
9.1715177871 0.861417832 
10.1352734492 1.2470679428 
11.2006369658 -0.8042415029 
9.8150569606 1.147672006 
10.6655169749 1.8384863326 
7.9452986084 2.1282238172 
8.4240557289 1.4988863764 
6.8799193339 3.3573301491 
7.1626783827 -0.5580841739 
10.7840704526 3.0125659834 
7.5851371821 1.1127127722 
11.3198905673 3.2183392073 
10.867027209 1.1688023977 
10.0519879639 3.0518833059 
9.8835442746 -0.1201447624 
11.6240864461 3.2269788802 
8.9704545754 0.1679890089 
8.9024322999 -0.3888565637 
9.5262654038 1.870788821 
8.7659751927 1.1632557251 
10.0234380175 2.4194514182 
11.5424902163 2.0031475111 
11.4035524732 0.3440554431 
10.8481423844 2.4610885087 
11.5862682448 2.0190634788 
11.8433358306 2.6668107474 
8.8086927457 2.2944647497 
8.7440885604 4.2113830143 
10.1480840798 2.0695603552 
10.2783143128 0.0305685839 
8.1329605083 0.8343606403 
10.895210317 -1.1264547517 
9.1013121439 1.4724374816 
10.7807691571 1.1739399216 
9.4186579267 0.7803698575 
11.8765804965 1.3450255481 
10.7002278271 1.5765920563 
10.4321222014 2.5832973998 
12.2167419144 1.448024989 
9.952166327 1.6319776788 
12.5802725718 3.5850516763 
9.1347406956 3.8809660005 
9.1862592402 3.8602817023 
10.6548097965 4.6414304322 
9.4151850084 2.6738040938 
9.9286344574 3.0159707503 
8.4783837885 -0.1985686862 
11.2993859983 0.3678784597 
11.2364691543 -0.6692556478 
11.9887432262 1.2119188127 
9.3887714247 -0.642883885 
10.7738482787 2.3078733482 
10.3593339127 0.6337598392 
10.7650199184 3.1110100093 
10.2578139878 1.5554807484 
10.6170328786 1.421565446 
8.899888071 -0.4705289812 
11.0739728076 3.0158549415 
10.2998619884 3.8036244966 
